Reviews,Labels
I am happy with product and quality of water is awesome but only bad thing is installation process where technician charged 700rs for pre filter installation but it is not worth. Even same I raised complaints for livepure but till now nothing is heared.,1
"Adding review after item usage
Proper service is not there for Hyderabad Miyyapur people
If you raise the ticket for service its sala is 2 to 3 days but it was fixed after 30 days for me...
Installation people doesn't have proper knowledge about product.
My water TDS level after filtering the water with this purifier is 23 not good for your health.
Regarding this i raised many tickets they are not able solve it... This is not suitable for manzira water",0
Just 3rd Class. last 1 month service done but still not solved.,0
"Don't purchase this filter. This filter has many issues. Water leakage after filtration , sensor not working. Please don't buy this product. If you purchase you can't return it. They will refuse return without resolving issues. Please don't purchase this filter.",0
"Product not working, multiple leakage from body,
The waste water continued to flow after it was full of the Purifier container, I think this is the worst purifier I was buying.",0
After sale service it's very bad please don't buy this product totaly money waste,0
Awesome product with timely delivery and super timely installation... additional pre filter @600/- for safety of internal filter of Livpure..,1
value for money. water tastes good and looks good too. installation happened as promised by Livpure without any hassles.,1
"Flipkart: delivered on time with no faults as always. I got this product for 10k in flipkart and where as on livpure site same product price is 15k.

Livpure: no need to worry too much about the installation and other stuffs, one call would do everything, service is at its best.",1
After long review ordered this product for my home usage.Product is working well and make stylish my kitchen. This product having the Taste Enhancer.But i didn't felt any changes from taste.So if someone could advise to change the setting to get taste water i would like to say thanks.,1
"1) Water is of excellent quality and taste (TDS about 50 ppm).
2) Lookwise very good.
3) Its filters change per year two times.
4) Excellent service from livpure and flipkart.
5) No space for ants to enter in water tank.
6) Full tank and filling tank indicator.
7) The speed of water coming from its tap is fast.
8) No electricity is required to draw water.
9) It needs 55 min. to fill full tank.
10) Cheap and best water purifier. Go for it.",1
"Super water purifying equipment for household. The free installation was performed without any hassles after they delivered the product, on our convenience. As soon as take a sip of water after purification, you can really taste the difference. Trustworthy and safe for the family.",1
"I HV BEEN USING THIS PRODUCT FOR THE PAST FIVE MONTHS AND THE WATER QUALITY IS GREAT. IT WORKS SILENTLY, NICE PRODUCT.
ONLY ONE SUGGESTION IS TO HAVE A TRANSPARENT PATCH ABOVE THE WATER DISPENSER (OUTLET) TO INDICATE THE WATER LEVEL.",1
Very very bad service and quality don't purchase money is waste so please ignore livpure very very bad service and quality don't purchase money is waste,0
"Had to wait more than a week for the person from Livpure to come and do product installation
Paid 1000 extra for pre-filter which was recommended
Poor experience will not recommend anyone",0
"After installation for a few minutes water purification stopped.
The mechanic came after a one hour check and said the adapter was damaged, next morning he came and changed the adapter now working fantastic.",0
"Beware, UV + RO model does not have intank UV as claimed by company. Livpure making false claims. It does not even have LED UV, it has normal UV small tube. TDS of water comes below 10 and no TDS controller. No pressure sensor for water cutout. It's a local product.",0
"Auto Overflow cut not working on this model, stop manually if full the tank otherwise water leak out from RO",0
One of the west purifier don't buy iam used from one year two filters failed in one year,0
"Hi, I purchased this water purifier by Rs. 8750/-(including no cost emi). The delivery of flipkart is good. Installation is good, I purchased pre filter and extra tap connector (600+300=900/-) from installation person. He setted the TDS range 45 to 50. Water collection and wastage is 1:1.5. water taste is good.
Overall good experience.",1
"I got it for 8400 with one day delivery. Flipkart delivery was amazing. We use the borewell water for drinking and the TDS was very high around 1000!!!

After many searches and going by the reviews online I settled for LivPure and I must say that its a great purifier. Now the TDS is around 60 to 80 with RO filter. It has a taste enhancer also so you wont feel water tasteless.

It has tank full indicator and auto off facility as well. Its been 15 days now everything is OK with product.

I would say GO FOR IT its the only purifier available in less than 10k with RO+UV+UF all 3.",1
"Tds reduced from 750 to 180
Good taste",1
"booked on 13th oct 2018, delivered on 17th, installed on 18th.. Awesome service flipkart..The rate @which I got this machine is way less than in market, in market its 13k plus, I got it in 6900 during big billion sale.. Water taste is great on first day..Wll update later after using ut for few days..",1
After so much of confusion with positive and negative reviews.....I decide to try this model .....as it is budget friendly....but after seeing the performance of purifier.....I had a heartful of satisfaction......good performance@ reasonable price..but one thing u must be cared about the service centre..... before buying it ....once check is there any Livpure service centre near you...... Luckily I had a service centre in my area.....and the agent was dedicated and friendly too,1
Worst product ..after being installed almost 3 times purifier stopped working and had to contact customer support .. bad filters always problem,0
"Livepure doesn't value it's consumers and the guy who comes for installation is asking to call plumber for tap water connection, i really had a very bad experience also the installation guy doesn't installed the ro in a proper way, I will not recommend to buy this product",0
"It wasn't installed properly as a result, it started leaking water. Furthermore, you have to buy an additional filter for it to work efficiently.",0
"The product is good but they do not give services, not a single time. I have tried so many times and complained also, but they do not respond. Finally I have done services from outside.

I'm not recommended by his services.",0
After installation the engineer said that For servicing it will cost me 4800...I was shocked after hearing this.. then I regret for buying this ro...I got it for 7500....and after hearing the maintaince cost .....I was shocked ... Company should think about seevicing,0
product good installations also completed nice installations i have taken 2 for parents and for me it's work great,1
"Best RO water filter you can have for your home. It contains all required steps in water filtration.

I recommend to go for it without giving a second thought. Superb design, low water wastage, water indicator, value for money are it's USP.

Thanks to flipkart for delivering on time and with proper packaging.",1
"This is our 2nd unit. We first purchased in 2016, it had a life of 5 years and exactly after 5 yrs, we took this one. This is just awesome.. value for money.. water smells, tastes like Bisleri.. just believe me, you won't regret...
Let's give health n happiness to our families by buying this Livpure water purifier.. Like if you find this review useful",1
"Nice water purifier. All functions RO, UV, UF are working fine. Nice installation services. For installation you need not to call customer service. Livpure will arrange installation automatically by sending you SMS. Customer service by Livpure also very good. I got this product from Flipkart in 8500 in cashback offer while similar functions Livpure purifier is available in local market at Jehanabad (Bihar) around 15-16000.",1
"Best product, so many people commented that there is no installation after product delivered, if you think that after so long time installations not done, you can also register a request of installation to livpure official website directly in which you have to fill all the details and they'll contact you through call.",1
"This is not a review of this product. This is about after sale support from livpure. I have been waiting for the engineer for past 4 days. Everyday I will get a call that engineer will come and do the installation.
Installation deadline was given as 8th May and that too over now. If this is the service given for installation in a Metro City, you can imagine the service in tier 2 & 3 cities.
Now also I called engineer and he is telling lame excuses that he came to my area but missed my address. Again he is asking to text my address.
Really unhappy with the support by Livpure.
If he misses another day I would like to return the product.

Edit**
Installation done. Taste of the water is good. Only 14 litres of water is wasted per full tank.",1
"Great product. No issues since 6 months. Initially there is lil leakage in tap but that stops after 1 month ...u can call call center and fix that though ..great value for money.

1 advise before installation take external filter from outside so u can save lil money like 200 rs extra ...by the way installation ppl not forcing it to install totally ur choice. Installation guys are great . I am happy less maintenance per year then other popular brand.",1
Don't go be reviews... No TDS control in machine which is not mentioned anywhere... Worst experience ever,0
Worst product and this idiot Flipkart is not helping also even it's in return window,0
"You will regret if purchase!!
I bought this purifier in May 2023 . Placed a service request on sep2023 .They have not visited yet for service. I'm doing service with a local RO company. Frequent problem and noise in livpure products",0
"After exactly one year after using purifier,it got repaired water got blocked. But for technical repair cost is very high",0
"Dont fall into their trap. Their after sell service is just pathetic. Despite placing several request for service, no one came to do the job. they did not even bother to contact me. Perhaps the worst company i have ever dealt with. Its my humble request please dont buy their products. I dont want anyone to suffer like me.",0
Tap design is not good as after releasing the tap while closing water will spill all over the surface,0
Don't buy this product.. worst service from Livpure. I have raised service request on 13th but till now I haven't received any calls for service... You will not get proper response,0
"100% Original & Best quality product received, I'm putting this review after a use of 3 months, not facing any problems.
Installation was very smooth, feedback & service from LivPure is excellent and very quick.
2 extra filters you need to buy for Rs. 1500, only if you wish to (when you have too much hard water).
Easy to use, no frequently maintenance required.
2 free extra service check-up provided by LivPure just to make sure product is running at his best without any problems.
Good control on TDS & Water taste is also good after purifying.",1
"I am using it from last 6 month and the result is very good so my decision was right to purchase it , company installation was on same day of purchase , it's working very silent and enhance water test on odur from water ,storage capacity is sufficient for small family , overall it's good product in this range and value for money you can go for it.",1
"Nice product, really good but installation person will charge for small alterations or I already had a pre-filter housing he was forcing me to by the new one, where I told him no need to change the housing and only changed the paper candle. Even he was forcing me to change the inlet wall which was in good condition...need to handle them carefully.",1
"if your purpose is to get pure and purified water then you can get this..
other expensive RO purifier does the same with difference in capacity of water and their extra dramatic feature like LED lights, digital buttons, hot water but with a huge price of 20-25K.
so if your only wish is to get good water go for it without wasting your money on expensive RO",1
"2days back I received this product, so won't comment in details on performance right now... It has RO+UV+UF+TE and with a price tag of 8999, it is the best available water purifier in the market. Water tastes very good, credit goes to the taste enhancer technology. Tap water has 350 ppm TDS, after purification, it came down to 50-60... It has approx 7 litres storage capacity as mentioned. Everything is as expected so far... Will again review after 3 or 6 months of usage... Quick delivery by flipkart... Installation done on the next day only... I recommend you to go with this one, won't regret...",1
"Warranty card missing in the box. Installation was very poor, no details given for delivery boy. Prefilter also not fixed even we are ready to paying extra money. Very bad experience. Once we started to use water from the purifier full family suffers throat inspection.",0
"Worst product, i recently purchased this product after 1 month I am facing water leaking issue.technican also not worked properly.",0
"Don't buy disturbing 2nd time within eight months when talked with livpure customer care they said there is one year warranty only in which service charge four hundred is free parts charges is applicable...
So don't buy",0
"The filter looks good. Installation was done hassle-free by the liv pure technician. The water tastes good and decent enough.

The only major drawback that I experienced is that it wastes a lot of water during the filtering process. There is an outlet pipe that is used to discharge the waste of unfiltered water.

A 25-liter water can when placed underneath that discharge pipe, it got filled within 20 minutes, to filter 2-3 liters of drinking water. That sums up to approximately a 1:10 ratio of water waste which is not a good water management technology.",0
"Don't buy this product in any circumstances....

I'm writing this after using this product after 20 days

In starting purified water is of good taste, sweet like sugar is mixed but after few days almost 10-15 days it's sweetness will getting vanished and after 20-25 days purified water is totally waste, it's taste is almost like unpurified water .

It's a scam from #Livpure, purifier will be new and shining but i think they changed the KIT, means it's new from outside but fake from internal . They will not give warrantee for a single day on KIT, warranty is only for electric parts .
And the reason behind not giving warrantee on KIT is that the KIT is #Counterfeit and they won't work within a month then how will the give warrantee on KIT .

So the conclusion is don't buy this product, it's a fake product.

My money is wasted on this product .",0
"The installation is smooth...the taste is perfect. I have set the TDS to 200 which is recommended.
Although the water wastage is kind of high.... around 15-20 liter of waste waste each time you full your tank from empty. So, I recommend to use that water for other household purpose.

Anyway build can be improved in this filter as the tap is kind of loose. Overall it's value for money",1
"Nice purifier. In my complex, we are having bore well water, but this purifier done excellent job. Water taste great.",1
Writing this review after first service visit by the technician. It is a simple and compact at first water was a bit hard but after few setting updates problem was resolved. I must suggest people looking for affordable water purifier this is perfect.,1
"I am writing this review after using this product for more then 6 months. Smooth functioning till now. Accessories: Got product with needle valve - tap connector(connected to water supply pipe directly, on other side tap can be provided), Two pipes with enough length for connection, elbow type connectors(2nos.)(for prefilter) and power supply adapter. Requirment: You need to purchase prefilter by yourself. Installation person was good at his work. Important: Product has TDS adjustment facility. Installation person adjusted TDS at around 550 ppm. (On request)( He had TDS meter with him). Ratio: 1 bucket of waste water(around 16 lts) is collected on doing single time water storage full. Feature: -More filtration steps along with UV chamber(I personally prefer UV chamber than UV in tank due to intensity difference)- Automatic cutoff when water level reaches to high in tank, indication is also there for full water tank - Easy for Self handling and maintenance - Silent functioning -Decent design -High pressure(drop) alarm (Good for condition checkup) Opinion: Enough water storage for 4 person family. Waste water may be used for mopping and utensils cleaning.",1
"product is good with reasonable price.
works good after installation done yesterday.
delivery bit late but ok with quick installation.",1
Water taste is not good and reliable. It's like as Raw water,0
Always giving trouble. Stopps working once in every month. They have not replaced also.,0
Very bad product...i used from last 1 week and its rejection water is blocked....and TDS is more then 500 .... Memrain also working stop within 1 week..,0
"Worst survice by Liv pure and Flipkart also
Recommended not to buy",0
"Don't buy this product, TDS not controlled, 5 times service persons came and worked but problem not solved and product not replaced, I called to local service engineer he said product not replace and said that do whatever you do",0
More water is coming out of the filter than the amount of water being stored.,0
Awesome product ! I am unable to find any language to review this product ! The installation by Livpure is too good. Thanks Flipkart !!,1
Awsm product at this price mind blowing purchase 5 star +++++++,1
I got this product on rs 9299 and 10%instant discount on my hdfc debit card so I bought this on rs8369 it's very affordable price and taste of water is very good when I drink water make me feel good bcoz it makes water light weight also.,1
I bought it for 9999 and must say one of the best water purifier in this range. One of the best part i liked is that you dont have to switch on and off the power supply everytime you use it Plus the water tastes pretty good.,1
"Great follow up from the company and the rep. I purchased this product for a new flat which I was moving into at a later date. These guys kept following up with me to know when I was moving and promptly delivered the product. 5 stars there.

The product is so far so good. The installation person had a TDS meter as well and showed me the before and after difference. Did not force me to buy the prefilter and in fact suggested going in for one when the free service is done after a couple of months.

I am loving it so far. Thanks Livpure team.",1
Very good purifier. Water taste is very good. I was first hesitating that should i go for Livpure or should i buy pureit ro+uv but that was only 5 ltrs storage. I bought this at 8100. Very nice deal. But on the other hand installation process was very pathetic. The man who had came for installation was trying to sell booster pump forcefully. He was saying that product will not work. But booster pump is already there in purifier. It doesn't require booster pump. They said it will cost around 2870 for booster pump. So see this type of people they are professionally money robber.,1
"Water taste worst, installation service also worst, return policy not accepted to this product, waste of money, don't buy this product.",0
The installation was very poor..it started leaking after 15 mins of run time.,0
"Dispenser tap broken within 5 months of purchase
And even after raising service request no any service person visited.
Trying number of calls but no positive response.
Dont buy Livepure brand purifier, bad experience.",0
"This product is not original it's a used one.. adapter looks like older and while delivering the product there is no Flipkart seal or label..it came from livepure directly

I am not satisfied with this product",0
when ever I start the purifier. It will make lot of noise while running. even I tried with service requests they will come and open one pipe and re connect it. after one day it will start making sound.,0
"Been a week since I've been using this purifier now. Found it good. Water tastes really good. Came with first year check ups and service vouchers worth INR 1850 free. No issues with the installation also. Do make sure you check with the customer care if they still support installation and service. The installation guy did mention that sometime back there was a mention about Not servicing and installing purifiers bought online. As of now, they still supported when I called up the customer care. Good value for money product.",1
"As always flipkart delivery is superb,,,bought this product during festive offer at 8280...while buying i looked on the reviews about installation which tells they will charge for it...but when i contacted livpure they explained that the policy has been withdrawn & now you can buy it from any e retailer, we will provide full installation and one year complete warranty...installation support was fabulous ...even they chase me for installation...i have recommended this to two of my colleges also & they are happy...:)",1
Its really cool product. I have given it 5 star rating specially for the taste of water. I paid 7k for it during offer period and its totally worth it. The service part was a also good as the installation guy came up the next day on my request. The only thing that looks shady is that he charged Rs. 650 for the external filter and that too without any bill. But overall it is a good option for a low cost water purifier.,1
"An excellent purifier and with excellent service. not sure abt the annual maintenance but that is also economical. great taste of water and highly advisable for a family with max 5-6 members. only prob with the after service is, any replacement even in warranty will cost you, the service charge is the one which is free under warranty.",1
"nice product received inn 2 days got installed very next day nothing needs to be done for installing, automatically Flipkart will do the same with livpuire. overall good product water tastes better then some ro. installed without any charges n done in one hour by technician",1
"Worst quality of product, I purchased this RO after getting my old RO water tests due to Micro + , some one told me that this the best quality of RO and my issued will be resolved after installation of lievpur RO but my issue have not been resolved and my money wasted. If someone purchased it for microbial control plz avoid it",0
"I used 11 months, Don't buy this product because purifier is not purifying TDS 5 ppm and PH 10.5. They are not providing service from 1month and I am daily following but till they are not responding. I suffered lot of health issues . I removed and installed new brand kent.. waste of money this product",0
"It's tooo worst product and brand service is toooooo worst ZERO RATEING
DON'T PURCHASE THIS PRODUCT
I AM NOT Using Total 24 hours
Product failure
And who's drinking this purit water in my home all are suffering",0
Livpure is worst  products i ever seen. All the time its membrane got chocked. I am using two livpure products and both show me the same issue. Where membrane got chocked and u need to buy AMC for it. Either it company strategy or they have bad spare parts. If membrane are getting chocked in month as i buyed this in june then i am not sure if i am dring healthy water. In my area tds is around 500. In this low tds if membrane are getting chocked then what will happen when tds is 1000. Better to go with kent ro.,0
"After 07 Days results, continue 03 hrs running than 07 litters water purified.",0
"Completely satisfied with the product.

After lot of research i have decided to go with Livpure even though there were lot of other brands.
In my area bore water tds level is 400-500 , so I went with this model.
The delivery and installation from Flipkart has been done on time hassle free. The Livepure technician explained me clearly by showing all filters inside.
I also added a pre filter to reduce maintenance.

The water taste is also pretty good. It’s the best in this price range",1
"So far my best purchase on Flipkart....it delivers on everything mentioned in its product capability brochure that is tasty, safe and clean water.....",1
"Good product, Value for money, Using it from last 2 years, First Year 3 Free services provided on time by authorized LivPure Engineer.
Bought this second for my neighbor in BBD @ 6079, They loved it.",1
on time delivery and on time installation. Installation engineer did not try to oversell any other accessories and was a pleasant experience. machine itself is looks well built though made of plastic. all the required tubing were included with the set. water tasted just like bottled water from Kinley,1
"It's been 2 months I have purchased this order for RS 7139 including no cost emi as I am fully satisfied with the installation and quality of the water as it was awesome.
I have tested the inlet and outlet flow.
inlet flow : 650
outlet flow:40
waste flow: 700
Even though I am using borewell water it has sand particles so I purchased pre filter 600rs extra for this for the life span of purifier.

Actually I was so interested in purchasing Kent ace plus but after so many analysis on this I purchased in doubt but it was awesome and thank God I got nice one and fully satisfied with this.

if anyone is thinking like me then buy this for 7k without any doubt you will be amazed once you taste the water.",1
superb Item.... unbelievable filtering of water ..taste of water was so good...wastage water is 1:3 ...but it is not waste of water ....u may be used this water any place like wash & cleaning....thank x to flipkart for gave good item & time bound delivery...i was fully satisfied for livpure....,1
My water purifier received on 19 June and I'm writing this review on 29 Jun 2023 still my installation not done by the installation team it's my humble request do not buy this purifier,0
Overall product is not good. Company not giving any warranty on parts in AMC and parts are not working longer more than couple of months and itsvostly as well. Completely disappointed with the service and all.,0
"Don't recommend at all. Description shows 7 litre can, but don't think it is 7 litre can, you will get less than 5 litre water after filtration.",0
"Don't buy this product I'm getting 22-26 TDS level, its very dengerous for health",0
Within the year faced issue twice. Even under warrenty need to pay charges for filter problem. Not recommended to buy.,0
"Guys, I am giving you the honest review on this i got this product on 28 May last month and my RO TDS is 400 ppm now after using this LivPure it got decrease to 15 ppm which is very dangerous for human body I am still coordinating with LivPure as when they sent their installation guy Viswanath he said that the RO TDS will not go beyond 70 but now its 15 ppm. I will only give good rating if they will correct this as if i would have aware that TDS will decrease till 15 ppm i would not have taken this product.",0
"I am writing this review after 2months of use
The product is amazing with good taste in water.
Installation person could not answer any questions, he could only install the product that's it.

Please groom the installation people
He could not understand or answer any questions.
He was really very dirty.

We had yo clean entire kitchen table n floor because of his dirty feet.

Please do not take me wrong but people if groomed can improve. I did not tell him anything n paid for whatever work he did.",1
Very good next day morning on time delivery works perfectly .. taste of the water is good .. SATISFIED,1
awsome product.. RO UV UF is providing other company also but specially livpur is providing the extra feature TE (teast enhancer)is great seems like pure mineral water.. i highly recommend.. only unhappy with the shipping.. that done by delhivery.. it tooks around 15 days to delhivery the product.. i dont khow why?,1
"livpure service is excellent and flipkart is all time favorite. i divide this into points
1. water capacity is 7 liter which is good for small to medium family or even for large family it is sufficient
2. service from livpure is superb installation done within 1 day after delivery
3. water taste is pretty good because it has 7 stage of filtration RO+UV+UF+TASTE enhancer",1
lovely product installed very fast best in class loved it go for it with out a second thought,1
I have been using this product from past 7 months. I would just say this is an amazing product. the water taste is really good and machine is working perfect in all aspects. please go for it.,1
Worst experience. Poor quality product. Flipkart's quality of product and service has degraded.,0
